OrderID,Date,ProductKey,StoreKey,CustomerKey,Quantity,UnitPrice,Discount,SalesAmount,UnitCost,ProfitAmount
101749,2024-04-17,20,4,7,2,179,0.0,358.0,140,218.0
101750,2024-01-30,12,9,312,1,279,0.0,279.0,140,139.0
101750,2024-01-30,19,9,312,1,99,14.44,84.56,35,49.56
101750,2024-01-30,3,9,312,2,649,0.0,1298.0,700,598.0
101751,2024-03-11,14,3,187,1,49,0.0,49.0,18,31.0
101752,2026-04-22,3,5,42,1,649,0.0,649.0,350,299.0
101753,2024-09-23,12,2,352,1,279,38.02,240.98,140,100.98
101754,2025-07-25,20,6,137,1,179,0.0,179.0,70,109.0
101755,2025-03-22,15,6,227,1,35,0.0,35.0,12,23.0
101755,2025-03-22,20,6,227,1,179,0.0,179.0,70,109.0
101756,2026-02-28,10,7,354,1,149,35.61,113.39,60,53.39
101757,2025-05-25,6,10,51,1,249,0.0,249.0,120,129.0
101758,2025-06-05,19,6,86,2,99,0.0,198.0,70,128.0
101759,2026-08-22,13,7,1,1,199,0.0,199.0,95,104.0
101760,2024-06-22,20,1,391,1,179,0.0,179.0,70,109.0
101761,2026-04-02,7,6,145,2,599,0.0,1198.0,520,678.0
101762,2024-03-06,3,2,93,1,649,0.0,649.0,350,299.0
101763,2025-05-14,12,10,6,2,279,118.23,439.77,280,159.77
101763,2025-05-14,7,10,6,2,599,0.0,1198.0,520,678.0
101764,2026-05-21,8,2,145,2,349,0.0,698.0,300,398.0
101765,2025-11-11,16,6,392,1,39,7.23,31.77,15,16.77
101766,2025-11-25,10,4,7,1,149,0.0,149.0,60,89.0
101767,2024-10-21,15,10,368,1,35,0.0,35.0,12,23.0
101767,2024-10-21,19,10,368,1,99,0.0,99.0,35,64.0
101768,2025-03-14,14,6,170,2,49,0.0,98.0,36,62.0
101769,2025-01-13,12,3,348,1,279,0.0,279.0,140,139.0
101770,2025-06-26,7,1,344,1,599,0.0,599.0,260,339.0
101770,2025-06-26,2,1,344,1,799,0.0,799.0,480,319.0
101771,2025-04-29,18,3,256,1,24,0.0,24.0,8,16.0
101772,2024-12-11,19,5,305,1,99,0.0,99.0,35,64.0
101773,2024-11-25,14,6,385,1,49,11.69,37.31,18,19.31
101773,2024-11-25,12,6,385,1,279,0.0,279.0,140,139.0
101773,2024-11-25,11,6,385,1,129,0.0,129.0,45,84.0
101774,2024-10-09,2,9,184,1,799,0.0,799.0,480,319.0
101775,2025-01-11,17,1,230,1,89,0.0,89.0,30,59.0
101775,2025-01-11,10,1,230,1,149,0.0,149.0,60,89.0
101775,2025-01-11,5,1,230,1,349,0.0,349.0,180,169.0
101776,2024-06-22,6,9,335,2,249,0.0,498.0,240,258.0
101777,2026-05-09,14,7,102,1,49,0.0,49.0,18,31.0
101778,2025-09-17,20,6,248,1,179,14.04,164.96,70,94.96
101779,2024-06-04,4,2,244,1,399,0.0,399.0,210,189.0
101779,2024-06-04,1,2,244,1,999,0.0,999.0,620,379.0
101779,2024-06-04,14,2,244,1,49,0.0,49.0,18,31.0
101780,2025-12-01,9,6,171,1,79,0.0,79.0,25,54.0
101780,2025-12-01,5,6,171,1,349,0.0,349.0,180,169.0
101781,2026-04-17,17,10,203,1,89,18.75,70.25,30,40.25
101782,2024-09-26,17,3,291,2,89,0.0,178.0,60,118.0
101783,2024-06-22,12,6,240,2,279,0.0,558.0,280,278.0
101783,2024-06-22,15,6,240,1,35,0.0,35.0,12,23.0
101784,2024-01-11,11,7,50,1,129,0.0,129.0,45,84.0
101785,2024-02-29,12,4,136,2,279,67.57,490.43,280,210.43
101785,2024-02-29,3,4,136,1,649,0.0,649.0,350,299.0
101785,2024-02-29,13,4,136,1,199,0.0,199.0,95,104.0
101786,2026-01-24,19,10,381,1,99,0.0,99.0,35,64.0
101787,2026-08-20,7,7,44,1,599,0.0,599.0,260,339.0
101787,2026-08-20,18,7,44,1,24,0.0,24.0,8,16.0
101787,2026-08-20,1,7,44,1,999,0.0,999.0,620,379.0
101788,2024-02-26,13,10,195,1,199,38.19,160.81,95,65.81
101788,2024-02-26,20,10,195,1,179,0.0,179.0,70,109.0
101789,2026-01-10,17,9,398,1,89,0.0,89.0,30,59.0
101790,2024-03-29,4,1,126,1,399,77.28,321.72,210,111.72
101791,2025-09-08,17,6,193,1,89,8.57,80.43,30,50.43
101791,2025-09-08,14,6,193,1,49,0.0,49.0,18,31.0
101792,2026-01-18,13,8,316,1,199,0.0,199.0,95,104.0
101793,2025-01-05,14,9,194,1,49,0.0,49.0,18,31.0
101794,2024-01-14,5,1,143,1,349,39.75,309.25,180,129.25
101795,2025-09-11,10,1,362,1,149,0.0,149.0,60,89.0
101795,2025-09-11,3,1,362,1,649,0.0,649.0,350,299.0
101796,2026-08-24,7,4,125,1,599,0.0,599.0,260,339.0
101796,2026-08-24,4,4,125,2,399,0.0,798.0,420,378.0
101796,2026-08-24,10,4,125,1,149,0.0,149.0,60,89.0
101797,2024-10-16,16,3,385,1,39,0.0,39.0,15,24.0
101798,2024-08-06,7,5,184,1,599,0.0,599.0,260,339.0
101799,2024-05-24,1,3,308,2,999,0.0,1998.0,1240,758.0
101800,2025-08-01,13,6,383,1,199,31.17,167.83,95,72.83
101801,2025-09-12,15,1,264,1,35,7.37,27.63,12,15.63
101802,2026-02-24,4,3,326,1,399,0.0,399.0,210,189.0
101802,2026-02-24,14,3,326,2,49,0.0,98.0,36,62.0
101803,2026-01-15,1,9,258,1,999,0.0,999.0,620,379.0
101804,2026-05-26,12,1,387,1,279,0.0,279.0,140,139.0
101805,2026-03-09,17,5,13,1,89,0.0,89.0,30,59.0
101805,2026-03-09,11,5,13,2,129,0.0,258.0,90,168.0
101806,2024-10-06,20,5,142,3,179,0.0,537.0,210,327.0
101806,2024-10-06,13,5,142,1,199,0.0,199.0,95,104.0
101807,2025-08-02,16,10,270,2,39,0.0,78.0,30,48.0
101808,2024-11-19,3,8,151,1,649,0.0,649.0,350,299.0
101809,2024-12-13,19,10,66,2,99,27.78,170.22,70,100.22
101809,2024-12-13,2,10,66,1,799,0.0,799.0,480,319.0
101810,2026-06-30,11,3,106,1,129,0.0,129.0,45,84.0
101811,2025-11-23,9,7,364,1,79,18.91,60.09,25,35.09
101812,2026-08-09,8,6,305,3,349,0.0,1047.0,450,597.0
101813,2025-03-12,10,7,140,2,149,0.0,298.0,120,178.0
101814,2025-07-13,20,10,171,1,179,0.0,179.0,70,109.0
101814,2025-07-13,10,10,171,1,149,0.0,149.0,60,89.0
101815,2025-05-23,18,2,341,1,24,0.0,24.0,8,16.0
101816,2024-05-07,19,8,357,2,99,0.0,198.0,70,128.0
101817,2024-09-26,15,4,396,2,35,0.0,70.0,24,46.0
101818,2025-07-03,6,3,73,1,249,0.0,249.0,120,129.0
101818,2025-07-03,20,3,73,1,179,0.0,179.0,70,109.0
101819,2024-03-24,10,3,205,1,149,0.0,149.0,60,89.0
101819,2024-03-24,17,3,205,1,89,0.0,89.0,30,59.0
101820,2026-06-30,3,10,281,1,649,0.0,649.0,350,299.0
101821,2024-05-24,12,8,179,2,279,0.0,558.0,280,278.0
101822,2024-08-15,2,9,135,1,799,0.0,799.0,480,319.0
101822,2024-08-15,1,9,135,2,999,0.0,1998.0,1240,758.0
101822,2024-08-15,16,9,135,1,39,0.0,39.0,15,24.0
101823,2026-01-27,4,10,194,2,399,0.0,798.0,420,378.0
101824,2024-04-26,4,6,278,1,399,0.0,399.0,210,189.0
101825,2026-06-02,13,9,132,1,199,0.0,199.0,95,104.0
101826,2025-12-23,2,3,210,2,799,0.0,1598.0,960,638.0
101826,2025-12-23,14,3,210,1,49,0.0,49.0,18,31.0
101827,2024-03-25,1,8,308,1,999,0.0,999.0,620,379.0
101828,2025-11-30,2,10,156,2,799,0.0,1598.0,960,638.0
101829,2025-10-15,8,2,276,1,349,0.0,349.0,150,199.0
101830,2026-01-19,15,5,322,1,35,0.0,35.0,12,23.0
101831,2026-03-31,11,4,374,1,129,0.0,129.0,45,84.0
101832,2025-12-18,20,10,326,1,179,0.0,179.0,70,109.0
101833,2025-09-02,20,1,45,1,179,0.0,179.0,70,109.0
101834,2024-12-08,9,1,400,1,79,15.25,63.75,25,38.75
101835,2025-12-04,9,10,158,1,79,5.3,73.7,25,48.7
101836,2026-07-24,13,4,96,1,199,0.0,199.0,95,104.0
101837,2025-09-03,5,3,373,2,349,72.44,625.56,360,265.56
101838,2025-11-10,19,5,382,2,99,0.0,198.0,70,128.0
101839,2025-04-03,1,5,30,2,999,0.0,1998.0,1240,758.0
101840,2026-01-18,16,7,341,1,39,9.14,29.86,15,14.86
101841,2026-08-29,9,10,9,2,79,0.0,158.0,50,108.0
101842,2024-07-03,2,9,111,1,799,0.0,799.0,480,319.0
101843,2024-08-20,11,1,252,3,129,0.0,387.0,135,252.0
101844,2025-07-16,4,6,242,1,399,0.0,399.0,210,189.0
101845,2025-05-17,6,3,41,1,249,33.61,215.39,120,95.39
101845,2025-05-17,4,3,41,1,399,0.0,399.0,210,189.0
101845,2025-05-17,8,3,41,2,349,0.0,698.0,300,398.0
101846,2025-08-18,4,9,376,2,399,187.27,610.73,420,190.73
101847,2024-03-03,1,9,223,2,999,0.0,1998.0,1240,758.0
101848,2025-02-26,3,9,268,1,649,0.0,649.0,350,299.0
101849,2025-08-30,9,10,41,2,79,0.0,158.0,50,108.0
101849,2025-08-30,12,10,41,1,279,0.0,279.0,140,139.0
101850,2025-09-01,5,5,380,2,349,0.0,698.0,360,338.0
101851,2025-11-05,1,1,66,2,999,0.0,1998.0,1240,758.0
101852,2025-12-19,5,6,34,1,349,65.87,283.13,180,103.13
101852,2025-12-19,14,6,34,1,49,2.76,46.24,18,28.24
101853,2025-10-23,5,8,93,2,349,0.0,698.0,360,338.0
101854,2026-02-22,6,1,126,1,249,0.0,249.0,120,129.0
101855,2025-10-09,6,1,161,1,249,0.0,249.0,120,129.0
101855,2025-10-09,10,1,161,1,149,0.0,149.0,60,89.0
101856,2025-07-13,10,5,210,1,149,0.0,149.0,60,89.0
101857,2025-09-21,20,5,307,1,179,0.0,179.0,70,109.0
101858,2024-04-30,11,4,339,2,129,0.0,258.0,90,168.0
101859,2024-10-31,16,3,84,1,39,0.0,39.0,15,24.0
101860,2025-07-03,4,4,116,1,399,0.0,399.0,210,189.0
101860,2025-07-03,11,4,116,1,129,0.0,129.0,45,84.0
101861,2026-05-09,2,4,171,1,799,0.0,799.0,480,319.0
101862,2025-11-21,7,9,276,2,599,139.28,1058.72,520,538.72
101863,2024-04-19,18,9,140,2,24,5.23,42.77,16,26.77
101863,2024-04-19,7,9,140,1,599,0.0,599.0,260,339.0
101864,2025-09-08,20,6,109,1,179,0.0,179.0,70,109.0
101865,2024-09-10,11,8,210,1,129,0.0,129.0,45,84.0
101866,2025-12-28,9,5,95,1,79,0.0,79.0,25,54.0
101866,2025-12-28,1,5,95,1,999,193.0,806.0,620,186.0
101867,2026-03-30,9,1,107,1,79,0.0,79.0,25,54.0
101868,2025-09-09,17,2,189,1,89,0.0,89.0,30,59.0
101869,2025-09-07,18,10,2,2,24,10.56,37.44,16,21.44
101870,2024-12-19,10,4,352,2,149,0.0,298.0,120,178.0
101870,2024-12-19,16,4,352,1,39,0.0,39.0,15,24.0
101871,2025-04-12,16,5,327,1,39,0.0,39.0,15,24.0
101872,2026-05-02,15,4,339,1,35,0.0,35.0,12,23.0
101873,2025-12-21,17,10,52,1,89,0.0,89.0,30,59.0
101873,2025-12-21,20,10,52,1,179,0.0,179.0,70,109.0
101874,2025-06-25,11,10,132,2,129,0.0,258.0,90,168.0
101875,2025-01-15,9,10,180,1,79,13.27,65.73,25,40.73
101876,2024-03-04,1,7,71,1,999,0.0,999.0,620,379.0
101877,2024-06-14,2,1,79,1,799,0.0,799.0,480,319.0
101878,2024-08-10,13,7,81,1,199,0.0,199.0,95,104.0
101878,2024-08-10,8,7,81,1,349,0.0,349.0,150,199.0
101879,2025-01-21,17,6,255,1,89,0.0,89.0,30,59.0
101880,2026-07-11,4,10,18,1,399,0.0,399.0,210,189.0
101881,2025-06-10,17,7,274,1,89,0.0,89.0,30,59.0
101881,2025-06-10,5,7,274,2,349,0.0,698.0,360,338.0
101882,2024-09-24,6,2,385,1,249,31.53,217.47,120,97.47
101882,2024-09-24,16,2,385,1,39,4.39,34.61,15,19.61
101883,2024-05-05,11,1,242,1,129,0.0,129.0,45,84.0
101883,2024-05-05,19,1,242,1,99,15.07,83.93,35,48.93
101884,2024-12-19,20,5,374,2,179,0.0,358.0,140,218.0
101884,2024-12-19,19,5,374,2,99,0.0,198.0,70,128.0
101884,2024-12-19,9,5,374,1,79,0.0,79.0,25,54.0
101885,2026-03-19,20,10,120,1,179,0.0,179.0,70,109.0
101886,2025-02-01,17,4,293,2,89,0.0,178.0,60,118.0
101886,2025-02-01,11,4,293,1,129,0.0,129.0,45,84.0
101887,2026-02-03,13,1,218,2,199,0.0,398.0,190,208.0
101887,2026-02-03,5,1,218,1,349,0.0,349.0,180,169.0
101888,2026-03-07,13,1,38,1,199,0.0,199.0,95,104.0
101889,2024-05-11,3,10,250,2,649,0.0,1298.0,700,598.0
101889,2024-05-11,20,10,250,1,179,30.64,148.36,70,78.36
101890,2025-09-24,17,10,247,1,89,0.0,89.0,30,59.0
101891,2026-07-26,2,1,310,2,799,0.0,1598.0,960,638.0
101892,2025-02-24,4,1,53,2,399,0.0,798.0,420,378.0
101892,2025-02-24,18,1,53,1,24,0.0,24.0,8,16.0
101893,2024-03-05,5,10,231,1,349,69.61,279.39,180,99.39
101894,2026-06-22,2,10,265,1,799,0.0,799.0,480,319.0
101895,2026-05-18,12,3,92,1,279,0.0,279.0,140,139.0
101896,2025-06-27,19,2,181,1,99,0.0,99.0,35,64.0
101897,2025-07-29,19,10,40,1,99,0.0,99.0,35,64.0
101897,2025-07-29,4,10,40,1,399,0.0,399.0,210,189.0
101898,2024-08-30,14,5,74,2,49,0.0,98.0,36,62.0
101899,2026-03-22,13,4,288,2,199,0.0,398.0,190,208.0
101900,2025-06-03,16,6,12,1,39,0.0,39.0,15,24.0
101900,2025-06-03,6,6,12,2,249,0.0,498.0,240,258.0
101900,2025-06-03,14,6,12,2,49,0.0,98.0,36,62.0
101901,2024-02-12,19,5,325,1,99,0.0,99.0,35,64.0
101901,2024-02-12,18,5,325,2,24,0.0,48.0,16,32.0
101902,2025-11-24,5,10,337,1,349,49.41,299.59,180,119.59
101903,2026-07-17,8,4,70,1,349,68.05,280.95,150,130.95
101904,2026-04-01,2,1,295,1,799,191.14,607.86,480,127.86
101905,2024-11-03,11,4,231,1,129,0.0,129.0,45,84.0
101906,2024-03-07,2,2,358,1,799,0.0,799.0,480,319.0
101906,2024-03-07,13,2,358,1,199,0.0,199.0,95,104.0
101906,2024-03-07,3,2,358,2,649,151.24,1146.76,700,446.76
101907,2026-07-08,12,7,30,1,279,0.0,279.0,140,139.0
101907,2026-07-08,19,7,30,1,99,0.0,99.0,35,64.0
101908,2026-07-05,19,3,343,1,99,0.0,99.0,35,64.0
101908,2026-07-05,15,3,343,1,35,4.88,30.12,12,18.12
101909,2025-07-08,6,10,155,1,249,0.0,249.0,120,129.0
101909,2025-07-08,9,10,155,1,79,0.0,79.0,25,54.0
101910,2025-10-24,8,5,313,1,349,0.0,349.0,150,199.0
101911,2025-04-29,14,4,142,1,49,0.0,49.0,18,31.0
101912,2025-03-15,8,4,305,1,349,0.0,349.0,150,199.0
101912,2025-03-15,2,4,305,2,799,0.0,1598.0,960,638.0
101913,2024-05-20,6,5,366,1,249,0.0,249.0,120,129.0
101913,2024-05-20,10,5,366,1,149,0.0,149.0,60,89.0
101914,2024-04-26,10,1,121,1,149,0.0,149.0,60,89.0
101915,2024-09-21,2,2,14,2,799,0.0,1598.0,960,638.0
101915,2024-09-21,18,2,14,1,24,0.0,24.0,8,16.0
101916,2026-04-07,3,1,262,1,649,0.0,649.0,350,299.0
101917,2024-06-17,4,3,74,1,399,0.0,399.0,210,189.0
101918,2024-09-15,1,6,280,1,999,0.0,999.0,620,379.0
101918,2024-09-15,15,6,280,1,35,0.0,35.0,12,23.0
101919,2025-07-25,10,1,327,2,149,0.0,298.0,120,178.0
101919,2025-07-25,20,1,327,1,179,0.0,179.0,70,109.0
101920,2024-09-03,3,3,397,1,649,0.0,649.0,350,299.0
101921,2024-07-07,19,5,10,1,99,0.0,99.0,35,64.0
101921,2024-07-07,5,5,10,1,349,0.0,349.0,180,169.0
101922,2025-08-10,4,2,151,1,399,0.0,399.0,210,189.0
101922,2025-08-10,10,2,151,1,149,0.0,149.0,60,89.0
101923,2025-01-15,12,9,320,1,279,0.0,279.0,140,139.0
101923,2025-01-15,2,9,320,2,799,0.0,1598.0,960,638.0
101924,2025-10-10,19,1,60,1,99,0.0,99.0,35,64.0
101924,2025-10-10,20,1,60,1,179,26.74,152.26,70,82.26
101925,2026-06-12,10,10,110,1,149,0.0,149.0,60,89.0
101925,2026-06-12,9,10,110,1,79,0.0,79.0,25,54.0
101926,2024-06-23,11,8,254,1,129,0.0,129.0,45,84.0
101927,2026-06-13,18,8,282,1,24,0.0,24.0,8,16.0
101928,2026-06-04,13,9,127,2,199,0.0,398.0,190,208.0
101928,2026-06-04,12,9,127,1,279,0.0,279.0,140,139.0
101929,2026-04-01,18,6,185,1,24,0.0,24.0,8,16.0
101930,2025-10-14,17,3,77,1,89,0.0,89.0,30,59.0
101930,2025-10-14,6,3,77,1,249,0.0,249.0,120,129.0
101930,2025-10-14,1,3,77,2,999,446.75,1551.25,1240,311.25
101931,2025-10-05,3,1,250,1,649,0.0,649.0,350,299.0
101932,2025-10-21,1,8,371,2,999,0.0,1998.0,1240,758.0
101933,2025-11-29,15,6,399,1,35,0.0,35.0,12,23.0
101933,2025-11-29,7,6,399,1,599,0.0,599.0,260,339.0
101934,2024-01-21,19,7,333,2,99,0.0,198.0,70,128.0
101935,2026-07-25,7,9,69,2,599,0.0,1198.0,520,678.0
101936,2025-09-01,9,8,130,1,79,0.0,79.0,25,54.0
101937,2026-02-13,7,6,157,1,599,0.0,599.0,260,339.0
101937,2026-02-13,18,6,157,1,24,3.37,20.63,8,12.63
101937,2026-02-13,9,6,157,1,79,0.0,79.0,25,54.0
101938,2025-01-25,11,5,262,2,129,0.0,258.0,90,168.0
101939,2024-01-16,9,2,261,2,79,0.0,158.0,50,108.0
101939,2024-01-16,20,2,261,1,179,0.0,179.0,70,109.0
101940,2025-06-14,3,5,240,1,649,0.0,649.0,350,299.0
101940,2025-06-14,10,5,240,1,149,0.0,149.0,60,89.0
101940,2025-06-14,17,5,240,2,89,0.0,178.0,60,118.0
101941,2025-06-12,3,8,291,1,649,0.0,649.0,350,299.0
101942,2025-04-03,2,9,334,2,799,0.0,1598.0,960,638.0
101943,2024-12-20,5,10,35,2,349,173.17,524.83,360,164.83
101944,2024-10-08,4,6,104,1,399,35.42,363.58,210,153.58
101945,2025-07-03,15,1,260,1,35,8.32,26.68,12,14.68
101946,2025-01-23,9,3,318,1,79,0.0,79.0,25,54.0
101947,2026-08-05,19,7,356,3,99,0.0,297.0,105,192.0
101947,2026-08-05,20,7,356,1,179,0.0,179.0,70,109.0
101948,2024-07-18,12,1,255,1,279,0.0,279.0,140,139.0
101948,2024-07-18,3,1,255,1,649,87.79,561.21,350,211.21
101949,2024-12-06,19,9,129,1,99,0.0,99.0,35,64.0
101950,2024-11-16,13,7,118,1,199,43.38,155.62,95,60.62
101950,2024-11-16,16,7,118,2,39,11.68,66.32,30,36.32
101950,2024-11-16,8,7,118,2,349,0.0,698.0,300,398.0
101951,2025-07-20,4,9,180,2,399,0.0,798.0,420,378.0
101952,2025-06-04,15,8,207,1,35,0.0,35.0,12,23.0
101953,2025-10-25,19,9,391,2,99,0.0,198.0,70,128.0
101953,2025-10-25,7,9,391,1,599,0.0,599.0,260,339.0
101954,2026-07-17,10,9,40,1,149,0.0,149.0,60,89.0
101955,2024-11-09,18,2,227,2,24,4.19,43.81,16,27.81
101955,2024-11-09,20,2,227,2,179,0.0,358.0,140,218.0
101956,2025-12-01,4,5,182,1,399,0.0,399.0,210,189.0
101957,2024-01-31,13,7,12,1,199,0.0,199.0,95,104.0
101958,2024-10-20,10,1,172,1,149,0.0,149.0,60,89.0
101959,2025-04-30,5,3,15,1,349,42.26,306.74,180,126.74
101959,2025-04-30,17,3,15,1,89,0.0,89.0,30,59.0
101959,2025-04-30,19,3,15,1,99,0.0,99.0,35,64.0
101960,2024-02-08,5,8,161,1,349,0.0,349.0,180,169.0
101961,2025-10-02,1,2,259,1,999,0.0,999.0,620,379.0
101962,2025-11-20,11,5,286,1,129,0.0,129.0,45,84.0
101963,2026-01-08,4,6,62,1,399,0.0,399.0,210,189.0
101963,2026-01-08,7,6,62,1,599,95.4,503.6,260,243.6
101963,2026-01-08,16,6,62,1,39,0.0,39.0,15,24.0
101964,2025-06-21,5,8,364,2,349,0.0,698.0,360,338.0
101965,2025-09-19,5,6,23,1,349,0.0,349.0,180,169.0
101966,2025-02-17,9,2,321,1,79,0.0,79.0,25,54.0
101967,2024-02-22,15,9,97,1,35,1.93,33.07,12,21.07
101968,2024-04-29,8,5,301,3,349,0.0,1047.0,450,597.0
101969,2025-11-04,1,2,363,1,999,0.0,999.0,620,379.0
101970,2026-08-28,3,1,239,1,649,158.31,490.69,350,140.69
101971,2024-01-20,10,4,246,1,149,0.0,149.0,60,89.0
101972,2025-08-04,7,4,31,1,599,0.0,599.0,260,339.0
101973,2026-01-13,19,8,378,1,99,0.0,99.0,35,64.0
101974,2026-03-29,13,5,203,1,199,0.0,199.0,95,104.0
101975,2025-07-22,5,1,245,2,349,0.0,698.0,360,338.0
101976,2025-10-04,19,1,56,2,99,0.0,198.0,70,128.0
101977,2025-12-03,7,4,306,2,599,0.0,1198.0,520,678.0
101978,2026-04-27,3,4,52,1,649,0.0,649.0,350,299.0
101978,2026-04-27,17,4,52,1,89,0.0,89.0,30,59.0
101979,2024-05-23,8,10,349,1,349,0.0,349.0,150,199.0
101980,2026-06-25,2,10,173,1,799,0.0,799.0,480,319.0
101981,2024-02-02,2,10,120,1,799,0.0,799.0,480,319.0
101981,2024-02-02,16,10,120,2,39,18.75,59.25,30,29.25
101982,2026-04-07,13,8,250,1,199,0.0,199.0,95,104.0
101982,2026-04-07,15,8,250,1,35,0.0,35.0,12,23.0
101983,2024-04-04,18,10,303,1,24,0.0,24.0,8,16.0
101984,2024-08-11,14,1,321,1,49,0.0,49.0,18,31.0
101985,2024-01-05,13,9,266,3,199,0.0,597.0,285,312.0
101986,2025-04-11,17,2,111,1,89,0.0,89.0,30,59.0
101986,2025-04-11,16,2,111,1,39,3.51,35.49,15,20.49
101987,2024-12-16,18,7,5,1,24,0.0,24.0,8,16.0
101987,2024-12-16,15,7,5,1,35,8.58,26.42,12,14.42
101988,2024-07-10,15,1,123,2,35,0.0,70.0,24,46.0
101988,2024-07-10,16,1,123,1,39,0.0,39.0,15,24.0
101989,2025-04-17,16,1,365,2,39,0.0,78.0,30,48.0
101990,2025-02-24,7,1,385,1,599,0.0,599.0,260,339.0
101990,2025-02-24,1,1,385,2,999,0.0,1998.0,1240,758.0
101991,2026-01-29,18,7,269,2,24,6.87,41.13,16,25.13
101992,2026-05-26,6,1,107,1,249,0.0,249.0,120,129.0
101993,2025-11-02,1,5,87,1,999,244.93,754.07,620,134.07
101993,2025-11-02,9,5,87,1,79,0.0,79.0,25,54.0
101994,2024-05-25,18,6,350,2,24,0.0,48.0,16,32.0
101995,2024-11-17,18,3,84,1,24,0.0,24.0,8,16.0
101995,2024-11-17,16,3,84,2,39,0.0,78.0,30,48.0
101996,2026-06-13,7,10,260,1,599,58.19,540.81,260,280.81
101997,2024-04-17,3,8,40,1,649,123.88,525.12,350,175.12
101998,2025-03-01,13,3,104,2,199,0.0,398.0,190,208.0
101999,2026-07-10,13,10,399,2,199,22.54,375.46,190,185.46
102000,2026-07-18,3,9,52,1,649,0.0,649.0,350,299.0
102001,2025-03-06,4,6,369,1,399,0.0,399.0,210,189.0
102001,2025-03-06,1,6,369,1,999,0.0,999.0,620,379.0
102001,2025-03-06,14,6,369,1,49,0.0,49.0,18,31.0
102002,2025-11-12,2,1,260,1,799,0.0,799.0,480,319.0
102003,2025-04-23,2,2,120,2,799,0.0,1598.0,960,638.0
102004,2026-01-15,16,2,165,2,39,0.0,78.0,30,48.0
102004,2026-01-15,10,2,165,1,149,30.63,118.37,60,58.37
102005,2024-02-09,4,9,46,2,399,145.78,652.22,420,232.22
102006,2024-06-15,12,4,27,1,279,0.0,279.0,140,139.0
102006,2024-06-15,5,4,27,1,349,37.54,311.46,180,131.46
102007,2025-09-29,15,2,354,1,35,0.0,35.0,12,23.0
102008,2024-09-21,17,4,12,1,89,0.0,89.0,30,59.0
102008,2024-09-21,3,4,12,1,649,100.58,548.42,350,198.42
102009,2025-11-11,13,5,55,1,199,42.32,156.68,95,61.68
102010,2024-12-28,7,1,388,2,599,0.0,1198.0,520,678.0
102011,2026-05-21,14,9,50,2,49,0.0,98.0,36,62.0
102012,2026-03-22,17,7,172,1,89,0.0,89.0,30,59.0
102012,2026-03-22,6,7,172,3,249,0.0,747.0,360,387.0
102013,2025-05-28,18,8,4,1,24,0.0,24.0,8,16.0
102013,2025-05-28,20,8,4,1,179,0.0,179.0,70,109.0
102014,2026-02-04,4,3,120,1,399,0.0,399.0,210,189.0
102015,2024-10-29,2,9,32,3,799,0.0,2397.0,1440,957.0
102016,2025-05-30,16,6,297,1,39,0.0,39.0,15,24.0
102016,2025-05-30,13,6,297,1,199,44.77,154.23,95,59.23
102017,2024-08-15,4,8,219,1,399,0.0,399.0,210,189.0
102018,2026-04-29,18,9,290,1,24,0.0,24.0,8,16.0
102019,2026-03-26,7,1,206,2,599,0.0,1198.0,520,678.0
102019,2026-03-26,3,1,206,1,649,0.0,649.0,350,299.0
102020,2026-06-03,13,7,92,1,199,0.0,199.0,95,104.0
102020,2026-06-03,10,7,92,1,149,0.0,149.0,60,89.0
102021,2026-05-13,6,8,345,2,249,0.0,498.0,240,258.0
102021,2026-05-13,13,8,345,2,199,69.65,328.35,190,138.35
102022,2026-07-26,14,10,26,1,49,0.0,49.0,18,31.0
102022,2026-07-26,16,10,26,1,39,0.0,39.0,15,24.0
102022,2026-07-26,1,10,26,1,999,0.0,999.0,620,379.0
102023,2024-09-17,5,4,285,1,349,80.38,268.62,180,88.62
102024,2026-06-30,5,9,55,2,349,0.0,698.0,360,338.0
102025,2025-08-18,20,10,144,1,179,0.0,179.0,70,109.0
102025,2025-08-18,14,10,144,2,49,0.0,98.0,36,62.0
102026,2025-03-18,7,8,378,1,599,0.0,599.0,260,339.0
102027,2025-08-07,5,10,111,2,349,0.0,698.0,360,338.0
102028,2024-12-22,2,5,143,1,799,0.0,799.0,480,319.0
102029,2024-11-12,10,2,29,1,149,26.48,122.52,60,62.52
102030,2024-09-30,9,9,260,1,79,0.0,79.0,25,54.0
102031,2024-04-10,15,5,188,2,35,10.95,59.05,24,35.05
102032,2025-06-01,17,1,215,1,89,0.0,89.0,30,59.0
102033,2026-05-22,15,2,5,1,35,0.0,35.0,12,23.0
102034,2025-10-13,4,7,294,1,399,0.0,399.0,210,189.0
102034,2025-10-13,6,7,294,1,249,0.0,249.0,120,129.0
102035,2025-06-26,1,8,99,1,999,0.0,999.0,620,379.0
102035,2025-06-26,14,8,99,2,49,0.0,98.0,36,62.0
102036,2025-03-25,15,3,302,1,35,2.49,32.51,12,20.51
102036,2025-03-25,20,3,302,1,179,0.0,179.0,70,109.0
102037,2025-05-01,16,6,33,2,39,0.0,78.0,30,48.0
102038,2024-08-28,1,7,123,2,999,0.0,1998.0,1240,758.0
102038,2024-08-28,16,7,123,1,39,0.0,39.0,15,24.0
